File Name,Component RT,Compound Name,CAS#,Component Area,Formula,Match Factor,Component RI
60-2.D,11.9072643590365,Isobutyronitrile,78-82-0,104773.606764746,C4H7N,92.8948083007107,1003.18630188617
278-2.D,11.9083351551731,Isobutyronitrile,78-82-0,1653452.33345165,C4H7N,98.7582232372173,1003.21966521804
240-1.D,11.9086195473032,Isobutyronitrile,78-82-0,1306646.79264181,C4H7N,99.2370250064441,1003.22852616617
310-2.D,11.9088257445302,Isobutyronitrile,78-82-0,958564.104258818,C4H7N,97.4295879988885,1003.23495075651
Aut-D129-0606.D,11.9088563420611,Isobutyronitrile,78-82-0,38996.8547167706,C4H7N,80.6249525762456,1003.23590409912
240-3.D,11.9089439086903,Isobutyronitrile,78-82-0,1225214.48918102,C4H7N,98.8475368423618,1003.23863245647
99-3.D,11.9090427804254,Isobutyronitrile,78-82-0,31618.9407396295,C4H7N,78.5308032098363,1003.24171305267
240-2.D,11.9092330762742,Isobutyronitrile,78-82-0,1260726.98670282,C4H7N,99.1253223391313,1003.2476421958
278-1.D,11.9096786939064,Isobutyronitrile,78-82-0,1576619.17283347,C4H7N,98.4948344451202,1003.2615265277
Aut-D129-0605.D,11.9707542338188,Acetonitrile,75-05-8,79726.1376643054,C2H3N,97.5099944107281,1005.16448773388
194-3.D,11.9751422421199,Acetonitrile,75-05-8,179965.836540968,C2H3N,90.9743946034679,1005.30120710765
462-1.D,11.9770925049035,Acetonitrile,75-05-8,414661.649867263,C2H3N,95.1796993186133,1005.36197242261
194-1.D,11.9771983840907,Acetonitrile,75-05-8,267678.714367301,C2H3N,92.3458565911881,1005.3652713535
432-2.D,11.9787357561265,Acetonitrile,75-05-8,409153.207870995,C2H3N,97.5403944637416,1005.41317202451
340-3.D,11.9792487147815,Acetonitrile,75-05-8,408729.991398579,C2H3N,94.2404437545187,1005.4291545344
432-3.D,11.9793158966122,Acetonitrile,75-05-8,406266.537673557,C2H3N,95.1542242088004,1005.43124775236
462-2.D,11.9793874989492,Acetonitrile,75-05-8,473348.910801837,C2H3N,97.9160869595288,1005.43347870226
194-2.D,11.9794486515354,Acetonitrile,75-05-8,169315.40523831,C2H3N,95.1044106717446,1005.43538406404
164-1.D,11.9795038546754,Acetonitrile,75-05-8,195870.814006708,C2H3N,95.3480458176984,1005.43710405594
397-3.D,11.9797836326383,Acetonitrile,75-05-8,418310.104492146,C2H3N,91.7834588563191,1005.44582123814
340-2.D,11.9797918020805,Acetonitrile,75-05-8,466760.040103298,C2H3N,88.9659535030062,1005.44607577755
432-1.D,11.9798713486648,Acetonitrile,75-05-8,417101.708847915,C2H3N,98.0426809133088,1005.44855425034
129-1.D,11.979935914867,Acetonitrile,75-05-8,151748.722915945,C2H3N,82.7164015187199,1005.45056597187
397-1.D,11.9801748974803,Acetonitrile,75-05-8,393651.094255758,C2H3N,97.3518132992203,1005.45801207292
278-2.D,11.9802644644268,Acetonitrile,75-05-8,435734.917134535,C2H3N,97.5485950541882,1005.46080275516
99-3.D,11.9803760711775,Acetonitrile,75-05-8,145565.363955698,C2H3N,88.3312495846981,1005.46428014262
462-3.D,11.9803994466665,Acetonitrile,75-05-8,475663.077127663,C2H3N,95.1146780467725,1005.46500846445
340-1.D,11.9806055605303,Acetonitrile,75-05-8,381340.988715193,C2H3N,96.1634209701399,1005.4714304574
240-3.D,11.981270123176,Acetonitrile,75-05-8,333188.169219158,C2H3N,94.7359400097545,1005.49213656881
278-1.D,11.981338958589,Acetonitrile,75-05-8,422724.823988296,C2H3N,95.4445127417179,1005.49428130827
68-3.D,11.9817097593311,Acetonitrile,75-05-8,118818.089997486,C2H3N,75.7668695573934,1005.50583453283
240-1.D,11.9817438347222,Acetonitrile,75-05-8,293200.306706852,C2H3N,95.7642707975114,1005.50689623687
397-2.D,11.9818370709452,Acetonitrile,75-05-8,437751.63346455,C2H3N,95.4470633484633,1005.50980124459
164-3.D,11.9823006771199,Acetonitrile,75-05-8,164381.935403277,C2H3N,85.4216841215112,1005.52424605452
310-3.D,11.982771568312,Acetonitrile,75-05-8,343743.729653731,C2H3N,95.1455756798452,1005.53891784739
310-1.D,11.9828553236637,Acetonitrile,75-05-8,427356.371644157,C2H3N,95.541579234856,1005.54152745486
278-3.D,11.9836117713885,Acetonitrile,75-05-8,438023.067522271,C2H3N,94.8210691939213,1005.56509647573
99-1.D,11.9841955536646,Acetonitrile,75-05-8,147077.224404924,C2H3N,81.7886579700326,1005.58328567268
99-2.D,11.9844500943802,Acetonitrile,75-05-8,161870.06720015,C2H3N,84.0702228097779,1005.59121652532
129-2.D,11.9851168181511,Acetonitrile,75-05-8,149078.079547735,C2H3N,76.3042601675873,1005.61198997199
129-3.D,11.9871125980429,Acetonitrile,75-05-8,161952.640707823,C2H3N,91.9337691359628,1005.6741734863
68-1.D,11.9876762278039,Acetonitrile,75-05-8,179102.201899911,C2H3N,93.0935361107998,1005.69173478124
Aut-D129-0606.D,11.9879119397823,Acetonitrile,75-05-8,80427.3682308302,C2H3N,97.250859764297,1005.69907897748
194-3.D,11.9881392715292,Methyl Isobutyl Ketone,108-10-1,401008.525156007,C6H12O,78.2668281285085,1005.70616206665
60-1.D,11.9900959330141,Acetonitrile,75-05-8,141201.990176763,C2H3N,83.2281218711417,1005.76712674915
60-3.D,11.9928978432645,Acetonitrile,75-05-8,114711.85829136,C2H3N,82.5819659095664,1005.85442727105
60-2.D,11.9930901491173,Acetonitrile,75-05-8,146930.057112051,C2H3N,76.7899843189214,1005.86041904089
194-1.D,12.0096060957482,Methyl Isobutyl Ketone,108-10-1,189276.833021304,C6H12O,85.3718010700412,1006.37501466734
164-2.D,12.0098087663121,Methyl Isobutyl Ketone,108-10-1,506297.876586293,C6H12O,89.3839461804193,1006.38132937567
194-3.D,12.0103660114692,"Acetic acid, 1-methyl-3-oxo-but-1-enyl ester",1000190-85-2,85682.6627741213,C7H10O3,82.0869340100729,1006.3986917423
432-1.D,12.0108181957536,Methyl Isobutyl Ketone,108-10-1,983700.264550701,C6H12O,87.2452625364294,1006.41278067467
194-2.D,12.0112693562556,"Acetic acid, 1-methyl-3-oxo-but-1-enyl ester",1000190-85-2,115948.5975203,C7H10O3,82.0131505167559,1006.42683770854
194-2.D,12.011270144374,Acetylacetone,123-54-6,116735.974661843,C5H8O2,82.2300071245134,1006.42686226434
164-1.D,12.0128000506906,"Acetic acid, 1-methyl-3-oxo-but-1-enyl ester",1000190-85-2,183471.9212024,C7H10O3,81.2123922488921,1006.47453032219
99-2.D,12.013564769623,Acetylacetone,123-54-6,181044.425035467,C5H8O2,82.9795031856209,1006.49835705322
99-1.D,12.0137512768506,"Acetic acid, 1-methyl-3-oxo-but-1-enyl ester",1000190-85-2,247554.394777449,C7H10O3,83.2848597794694,1006.50416815238
129-1.D,12.0137636843896,Methyl Isobutyl Ketone,108-10-1,682378.567179206,C6H12O,87.9330278087455,1006.50455474029
129-1.D,12.0139002503336,Acetylacetone,123-54-6,242298.301456421,C5H8O2,86.0235771105841,1006.50880979385
60-1.D,12.0140411422083,Methyl Isobutyl Ketone,108-10-1,553087.831554343,C6H12O,92.7451724874972,1006.5131996326
99-3.D,12.0140469674288,Methyl Isobutyl Ketone,108-10-1,590973.485759925,C6H12O,88.1346793195195,1006.51338113192
278-3.D,12.0140581440739,Methyl Isobutyl Ketone,108-10-1,1184018.32808299,C6H12O,90.3713198632029,1006.51372936825
129-2.D,12.0140947596583,Methyl Isobutyl Ketone,108-10-1,560014.610617411,C6H12O,93.9417450151105,1006.51487021836
129-2.D,12.0142705586736,Acetylacetone,123-54-6,273941.964368801,C5H8O2,82.9843745263548,1006.52034767639
68-3.D,12.0145918361438,Methyl Isobutyl Ketone,108-10-1,414110.601246746,C6H12O,93.9299668869644,1006.53035787954
164-3.D,12.0146136130504,Methyl Isobutyl Ketone,108-10-1,176842.500202972,C6H12O,86.0630289491626,1006.53103639353
68-1.D,12.0147804540413,"Acetic acid, 1-methyl-3-oxo-but-1-enyl ester",1000190-85-2,258190.110478614,C7H10O3,80.731293866988,1006.5362347419
68-1.D,12.0147875823027,Methyl Isobutyl Ketone,108-10-1,854502.704429737,C6H12O,91.6328847433677,1006.53645684071
68-2.D,12.0150673841858,Methyl Isobutyl Ketone,108-10-1,504510.235583273,C6H12O,94.4249440764396,1006.54517476821
60-2.D,12.015076636058,Methyl Isobutyl Ketone,108-10-1,536181.736789595,C6H12O,95.3037408509975,1006.54546303343
397-2.D,12.0150972039652,Methyl Isobutyl Ketone,108-10-1,319120.971572279,C6H12O,85.1406237237376,1006.54610387803
340-2.D,12.0151907694494,Methyl Isobutyl Ketone,108-10-1,326260.597287479,C6H12O,86.469716072629,1006.54901914471
240-2.D,12.0155514916395,Acetonitrile,75-05-8,677825.485266621,C2H3N,97.3200776155976,1006.56025834677
60-3.D,12.0156527808829,Methyl Isobutyl Ketone,108-10-1,420125.441663887,C6H12O,94.5634466217597,1006.56341426649
462-2.D,12.0157337402805,Methyl Isobutyl Ketone,108-10-1,288793.236772118,C6H12O,86.9995126826352,1006.56593675901
432-2.D,12.0157527895954,Methyl Isobutyl Ketone,108-10-1,340562.218068557,C6H12O,87.4458751611232,1006.56653028806
462-1.D,12.015844753703,Methyl Isobutyl Ketone,108-10-1,307558.730330897,C6H12O,87.4078268009279,1006.56939565985
462-3.D,12.0159481781558,Methyl Isobutyl Ketone,108-10-1,214620.307817912,C6H12O,86.422530844643,1006.57261810736
432-3.D,12.0161051617671,Methyl Isobutyl Ketone,108-10-1,342454.445546549,C6H12O,86.7371728900838,1006.57750932441
397-3.D,12.0164137034495,Methyl Isobutyl Ketone,108-10-1,359280.104434442,C6H12O,86.7035650572349,1006.58712271225
129-3.D,12.0167922592057,Methyl Isobutyl Ketone,108-10-1,223384.566480178,C6H12O,85.1380838831101,1006.59891756366
397-1.D,12.0168871013975,Methyl Isobutyl Ketone,108-10-1,302520.528848409,C6H12O,87.4465353329242,1006.60187260936
340-1.D,12.0177261086203,Methyl Isobutyl Ketone,108-10-1,315893.383538992,C6H12O,87.4521288087534,1006.62801397789
340-3.D,12.0177342807362,Methyl Isobutyl Ketone,108-10-1,316281.268909616,C6H12O,87.467914506404,1006.6282686006
310-2.D,12.0182175863113,Methyl Isobutyl Ketone,108-10-1,284129.721986197,C6H12O,89.2104268214965,1006.64332719462
310-3.D,12.0182384567596,Methyl Isobutyl Ketone,108-10-1,179645.702798569,C6H12O,87.4277361601943,1006.64397746564
278-2.D,12.0183546905607,Methyl Isobutyl Ketone,108-10-1,1185493.20238825,C6H12O,90.0180998225815,1006.64759902043
278-1.D,12.0185191626799,Methyl Isobutyl Ketone,108-10-1,1089452.44620259,C6H12O,90.6015857819767,1006.65272356068
310-1.D,12.0188411461659,Methyl Isobutyl Ketone,108-10-1,353024.514331339,C6H12O,86.7016222786581,1006.66275576152
240-3.D,12.0190611935631,Methyl Isobutyl Ketone,108-10-1,261067.190205911,C6H12O,87.4945046364187,1006.66961188855
240-1.D,12.0197090838214,Methyl Isobutyl Ketone,108-10-1,254551.424510951,C6H12O,87.4489597805339,1006.68979853003
240-2.D,12.0209936758161,Methyl Isobutyl Ketone,108-10-1,266773.17107088,C6H12O,87.0376019957829,1006.72982320661
Aut-D129-0605.D,12.0242287170961,"Butanoic acid, 2-methyl-, methyl ester",868-57-5,61186.1885053724,C6H12O2,82.2727625028724,1006.83061900907
Aut-D129-0606.D,12.0282197502367,Acetylacetone,123-54-6,31907.2948406556,C5H8O2,80.5351839602457,1006.95496962881
164-1.D,12.0330044715319,"Butanoic acid, 2-methyl-, methyl ester",868-57-5,165757.359750288,C6H12O2,87.1152727919705,1007.10404958816
68-1.D,12.0371007659474,"Butanoic acid, 2-methyl-, methyl ester",868-57-5,203503.338923066,C6H12O2,77.7468657758783,1007.23167988619
60-1.D,12.0381312110746,"Butanoic acid, 2-methyl-, methyl ester",868-57-5,144680.925968414,C6H12O2,78.0568889529508,1007.26378598145
129-2.D,12.038699875234,"Butanoic acid, 2-methyl-, methyl ester",868-57-5,147848.324518738,C6H12O2,77.6003515868567,1007.28150413566
99-1.D,12.040040493595,"Butanoic acid, 2-methyl-, methyl ester",868-57-5,130306.120802768,C6H12O2,77.4124074761189,1007.32327445381
68-2.D,12.0409113747597,"Butanoic acid, 2-methyl-, methyl ester",868-57-5,166065.289873363,C6H12O2,77.7713343026743,1007.35040893471
