File Name,Component RT,Compound Name,CAS#,Component RI,Component Area,Formula,Match Factor
4-3.D,6.78740371659357,"Ethylamine, 2-((p-bromo-.alpha.-methyl-.alpha.-phenylbenzyl)oxy)-N,N-dimethyl-",3565-72-8,815.12407387022,668001.567312837,C18H22BrNO,77.7915582697287
4-1.D,6.78902490900847,Acetone,67-64-1,815.211578183649,1946290.57611451,C3H6O,96.5371436520702
5-2.D,6.78918406555399,Acetone,67-64-1,815.22016870265,1194816.98686524,C3H6O,97.0087761638228
3-1.D,6.79085847223972,Acetone,67-64-1,815.310545271211,703511.274708202,C3H6O,97.2732055379212
3-3.D,6.79169619012842,Acetone,67-64-1,815.355761328247,684222.409979351,C3H6O,97.902798398681
2-2.D,6.79202693386285,Acetone,67-64-1,815.373613313696,420011.813427623,C3H6O,84.6314974553743
2-1.D,6.79212149247899,Acetone,67-64-1,815.378717141415,469242.559874252,C3H6O,88.5438894551924
1-2.D,6.79219504468257,Acetone,67-64-1,815.382687142147,607717.802453335,C3H6O,96.5109081940042
1-3.D,6.79229566721428,Acetone,67-64-1,815.388118271403,587389.121554946,C3H6O,97.5882520481563
3-2.D,6.79241025085252,Acetone,67-64-1,815.394302955282,673742.147644966,C3H6O,97.0942648558608
1-1.D,6.79281113224122,Acetone,67-64-1,815.415940640213,646560.725176643,C3H6O,97.0701669113646
2-3.D,6.79286234756862,Acetone,67-64-1,815.418705001815,429150.44000763,C3H6O,86.4301817171127
2-1.D,6.97199321257799,"Acetic acid, methyl ester",79-20-9,825.0873434759,713036.831379745,C3H6O2,97.57917170315
2-2.D,6.97231964054929,"Acetic acid, methyl ester",79-20-9,825.104962516829,684238.783831907,C3H6O2,97.4433267929157
2-3.D,6.97393068188013,"Acetic acid, methyl ester",79-20-9,825.191918922661,655969.50772705,C3H6O2,97.4031436115999
