File Name,Component RT,Compound Name,CAS#,Component RI,Component Area,Formula,Match Factor
3-1.D,35.8660691366598,"Cyclopentasiloxane, decamethyl-",541-02-6,1919.04750692984,479193.549808498,C10H30O5Si5,80.6818086147868
5-2.D,35.9397339043504,Phenylethyl Alcohol,1960/12/8,1922.65110577978,19456193.7831015,C8H10O,97.669287503621
5-1.D,35.9399748332768,Phenylethyl Alcohol,1960/12/8,1922.66289175603,19592895.8077087,C8H10O,97.7102683165062
5-3.D,35.9411136043874,Phenylethyl Alcohol,1960/12/8,1922.71859917755,20176307.3586866,C8H10O,97.6862585968577
6-2.D,35.9429285284606,"Benzenemethanol, .alpha.-methyl-",98-85-1,1922.80738325313,294414.608867229,C8H10O,89.6477521983873
6-3.D,35.9435263403764,"Benzenemethanol, .alpha.-methyl-",98-85-1,1922.83662754997,277351.513789756,C8H10O,80.8667691126884
6-1.D,35.9444745073382,Phenylethyl Alcohol,1960/12/8,1922.88301082762,562026.022496985,C8H10O,90.5990524993628
2-3.D,35.9444819690022,Phenylethyl Alcohol,1960/12/8,1922.88337584396,19931110.3201398,C8H10O,97.5688259414404
3-2.D,35.9452471385096,"Benzenemethanol, .alpha.-methyl-",98-85-1,1922.92080708882,348388.42955271,C8H10O,84.9928549193117
3-2.D,35.9459212444974,"Spiro[2,4]hepta-4,6-diene",765-46-8,1922.95378360715,279191.817554089,C7H8,80.2974572858787
4-1.D,35.9461401211638,"Benzenemethanol, .alpha.-methyl-",98-85-1,1922.96449081126,250256.852212606,C8H10O,90.3642497411832
2-1.D,35.9462644664517,Phenylethyl Alcohol,1960/12/8,1922.97057364503,22355612.2884958,C8H10O,97.9522290514824
4-3.D,35.9464452535742,"Benzenemethanol, .alpha.-methyl-",98-85-1,1922.97941755084,212014.944865701,C8H10O,88.5704912145992
3-1.D,35.947316663569,Phenylethyl Alcohol,1960/12/8,1923.02204596268,655095.290321319,C8H10O,89.2764609907351
2-2.D,35.9476487115254,Phenylethyl Alcohol,1960/12/8,1923.03828938095,18373590.926187,C8H10O,97.6571550089392
3-3.D,35.9482361118672,"Benzenemethanol, .alpha.-methyl-",98-85-1,1923.06702435511,236472.581192084,C8H10O,90.1232751937149
4-2.D,35.949575503989,"Spiro[2,4]hepta-4,6-diene",765-46-8,1923.1325459343,186552.029410431,C7H8,84.8045868917854
1-3.D,35.9514435739865,"Benzenemethanol, .alpha.-methyl-",98-85-1,1923.22392984965,157727.723984684,C8H10O,87.5329533828007
1-1.D,35.9521265544661,"Benzenemethanol, .alpha.-methyl-",98-85-1,1923.25734049829,167428.2597,C8H10O,90.6737876571925
1-2.D,35.9525290280401,"Benzenemethanol, .alpha.-methyl-",98-85-1,1923.27702905979,162644.618386034,C8H10O,92.5251851038206
1-1.D,35.9825153747896,"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol",14035-34-8,1924.74392793218,9350.05156522634,C17H26O2,79.3140094767729
3-2.D,36.0115563917799,"3-Pyridinecarbonitrile, 1,2-dihydro-6-methyl-2-oxo-",4241-27-4,1926.16458231973,17634.0972970286,C7H6N2O,79.8940430354431
3-3.D,36.0503806522857,"(5R,8R,8aS)-5-Heptyl-8-methyloctahydroindolizine",847459-59-0,1928.06382214488,36471.6943482853,C16H31N,78.8205076442682
4-2.D,36.1793782657673,"l-Alanine, N-(2-fluorobenzoyl)-, pentyl ester",1000314-04-2,1934.37424252849,45875.3026777737,C15H20FNO3,80.7831698327245
5-1.D,36.2480237120797,"2-Trifluoromethylbenzoic acid, 2-formyl-4,6-dichlorophenyl ester",1000331-16-9,1937.73230173563,17523.1519410544,C15H7Cl2F3O3,86.9372510524354
5-2.D,36.2551167784934,"Benzene, 1,4-diethoxy-",122-95-2,1938.07928668884,64347.4881883624,C10H14O2,78.6419384049112
4-1.D,36.256734115136,"Benzene, 1,4-diethoxy-",122-95-2,1938.15840500616,56372.4000500251,C10H14O2,76.7126795062624
4-2.D,36.2623025248593,"Benzene, 1,4-diethoxy-",122-95-2,1938.43080544268,62301.8846838239,C10H14O2,77.2385377827138
5-2.D,36.34569977,"1,3-Benzenediol, 5-pentyl-",500-66-3,1942.51050635799,170845.542242862,C11H16O2,75.308330657115
6-2.D,36.3468900491384,"1,3-Benzenediol, 5-pentyl-",500-66-3,1942.56873344772,130475.90477501,C11H16O2,75.5005648952071
4-1.D,36.3495530137406,"1,3-Benzenediol, 5-pentyl-",500-66-3,1942.69900272677,132289.278782661,C11H16O2,78.5844249694075
3-3.D,36.3550151976886,"1,3-Benzenediol, 5-pentyl-",500-66-3,1942.96620671601,164296.860102091,C11H16O2,75.2882636278744
3-1.D,36.3558703920439,"1,3-Benzenediol, 5-pentyl-",500-66-3,1943.00804187672,163004.276745933,C11H16O2,76.3253851222565
2-1.D,36.3559156120632,"1,3-Benzenediol, 5-pentyl-",500-66-3,1943.01025398998,124174.480502599,C11H16O2,76.8035074310379
2-3.D,36.3562396038991,"1,3-Benzenediol, 5-pentyl-",500-66-3,1943.02610331177,130345.817296604,C11H16O2,77.6006913921092
1-3.D,36.3575258304268,"1,3-Benzenediol, 5-pentyl-",500-66-3,1943.08902408897,128548.697093343,C11H16O2,78.0036823866116
1-1.D,36.3593508543398,"1,3-Benzenediol, 5-pentyl-",500-66-3,1943.17830223754,143405.053550672,C11H16O2,75.2705680366833
2-2.D,36.360532788984,"1,3-Benzenediol, 5-pentyl-",500-66-3,1943.23612117131,105131.871811874,C11H16O2,75.1332769300447
6-2.D,36.3744652384247,Silicon tetrafluoride,7783-61-1,1943.91768116743,59541.9020529306,F4Si,76.1137557999846
1-3.D,36.3831698656754,Silicon tetrafluoride,7783-61-1,1944.34350189196,31128.2012461834,F4Si,75.7733645496366
3-2.D,36.4124102483518,"Cyclononasiloxane, octadecamethyl-",556-71-8,1945.77390902807,85440.4574231083,C18H54O9Si9,75.8910752374767
6-1.D,36.4126719266594,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",19095-24-0,1945.78671004106,479946.845075771,C16H50O7Si8,78.6517338683158
5-1.D,36.4147852798391,Tetracosamethyl-cyclododecasiloxane,18919-94-3,1945.89009293803,111197.545908651,C24H72O12Si12,75.4539265606555
5-2.D,36.4159031807267,"Cyclononasiloxane, octadecamethyl-",556-71-8,1945.94477941134,95124.6669312637,C18H54O9Si9,77.6262898411296
2-1.D,36.4181268636596,"Cyclononasiloxane, octadecamethyl-",556-71-8,1946.05355951764,111580.659649569,C18H54O9Si9,77.3958847031275
4-2.D,36.4201529775766,"Cyclononasiloxane, octadecamethyl-",556-71-8,1946.15267476649,94605.8333804127,C18H54O9Si9,75.3701566640911
3-3.D,36.4201538217977,Tetracosamethyl-cyclododecasiloxane,18919-94-3,1946.15271606485,133561.977957583,C24H72O12Si12,80.0429757143604
3-1.D,36.4270816270573,"Cyclononasiloxane, octadecamethyl-",556-71-8,1946.49161662544,18537.106798132,C18H54O9Si9,77.1386254104424
6-3.D,36.4817821141377,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.16750387133,216932.183744532,C8H7N,96.1126723017782
5-2.D,36.4825122833124,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.20322293867,113135.67954196,C8H7N,91.7223205488444
6-2.D,36.4830747500814,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.23073819007,228259.216392411,C8H7N,95.1912698856771
5-1.D,36.4836906374171,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.26086671642,108256.08104433,C8H7N,92.0738989335638
5-3.D,36.4843159473035,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.29145618352,109500.755246549,C8H7N,93.8352358331067
6-1.D,36.4848232449078,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.31627262048,209730.51175687,C8H7N,93.6056904079266
4-2.D,36.4851912141979,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.33427327061,179667.097154829,C8H7N,95.1244806300281
4-3.D,36.4872711882836,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.43602329926,179018.522456496,C8H7N,94.0272373431064
3-2.D,36.4876740094504,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.45572886461,60353.1318998985,C8H7N,85.5178111109457
4-1.D,36.4880777424475,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.47547903569,189931.264428005,C8H7N,94.9862343966103
2-3.D,36.4884105347251,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.49175886533,54914.1887545303,C8H7N,88.7533763315087
2-2.D,36.4893507688183,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.53775407584,51011.3868515249,C8H7N,86.766941617686
1-1.D,36.4898379525829,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.56158656604,64799.9508941412,C8H7N,93.5658132083791
3-3.D,36.4910141937647,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.61912698193,61403.0132483347,C8H7N,88.6517569573236
3-1.D,36.4924509617967,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.6894120828,54173.2770693641,C8H7N,88.3136017463615
1-2.D,36.492749722439,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.70402712254,65994.2179097604,C8H7N,86.0249150423797
2-1.D,36.4930309187533,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.71778293481,53363.555258997,C8H7N,86.0795207665221
1-3.D,36.496777909148,"Benzene, 1-isocyano-3-methyl-",20600-54-8,1949.90108155503,87060.459655709,C8H7N,93.3385369491489
6-2.D,36.5199934977168,Heptanoic acid,111-14-8,1951.036762,6600494.39881519,C7H14O2,96.5506794069349
6-3.D,36.5225621937132,Heptanoic acid,111-14-8,1951.16242019926,5174320.48048551,C7H14O2,95.7692030501575
4-1.D,36.5228420003518,Heptanoic acid,111-14-8,1951.17610803012,6907333.75737556,C7H14O2,96.969660818105
4-3.D,36.5228685778371,Heptanoic acid,111-14-8,1951.17740817127,5951171.52659764,C7H14O2,96.6264039083046
6-1.D,36.5235654786168,Heptanoic acid,111-14-8,1951.21149978558,5163315.38508734,C7H14O2,94.1793214190209
4-2.D,36.5242454622224,Heptanoic acid,111-14-8,1951.24476383047,6235786.22949828,C7H14O2,97.1331085861519
5-3.D,36.5242913538985,Heptanoic acid,111-14-8,1951.24700880043,4912742.43245974,C7H14O2,96.4231426080313
5-1.D,36.5245273019937,Heptanoic acid,111-14-8,1951.25855111993,4545994.38799721,C7H14O2,95.0672717860809
5-2.D,36.5260249789346,Heptanoic acid,111-14-8,1951.33181581717,4083621.53746137,C7H14O2,94.6418854564353
3-3.D,36.5290149999061,Heptanoic acid,111-14-8,1951.47808433157,4551247.51683065,C7H14O2,95.5866044703586
3-2.D,36.5299600956303,Heptanoic acid,111-14-8,1951.52431736769,3936070.75224248,C7H14O2,95.8454438486971
3-1.D,36.5325310490485,Heptanoic acid,111-14-8,1951.65008556151,3839849.94797464,C7H14O2,95.9586643158049
1-3.D,36.535739488686,Heptanoic acid,111-14-8,1951.80703887516,3147750.61748741,C7H14O2,95.5829713077169
2-1.D,36.5367268720473,Heptanoic acid,111-14-8,1951.85534057564,2980577.71653478,C7H14O2,95.691862094576
2-3.D,36.5376628286837,Heptanoic acid,111-14-8,1951.9011265377,2504666.64213073,C7H14O2,95.6523715292606
1-2.D,36.5383337325097,Heptanoic acid,111-14-8,1951.93394640983,2630058.34601754,C7H14O2,95.1577705646235
1-1.D,36.5400202263052,Heptanoic acid,111-14-8,1952.01644781847,2329802.25640341,C7H14O2,94.8431658622608
2-2.D,36.5430471779258,Heptanoic acid,111-14-8,1952.16452293933,1900583.16545343,C7H14O2,89.1519996872637
6-2.D,36.5559058472678,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1952.79355480226,695346.256831507,C10H10O,91.1537792021034
6-3.D,36.5561764006388,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1952.80678997352,692111.101791382,C10H10O,91.0145869805103
6-1.D,36.5564552929085,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1952.82043307448,686448.105292675,C10H10O,91.8600463180212
5-1.D,36.5565076495313,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1952.82299430248,548903.781822323,C10H10O,91.2694098503832
5-2.D,36.556643426962,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1952.82963638401,558444.358560177,C10H10O,90.5207902181749
4-1.D,36.5580366924869,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1952.89779339042,741326.833050716,C10H10O,90.0913674117096
5-3.D,36.558695814693,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1952.93003691875,551954.952133001,C10H10O,91.8793550813745
4-3.D,36.5598490228477,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1952.98645058447,697817.293138209,C10H10O,92.2913688226832
3-2.D,36.5604580022959,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1953.01624118462,182826.787511434,C10H10O,79.3155920058414
4-2.D,36.5609150012079,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1953.03859706525,668681.362274223,C10H10O,92.9928887079824
3-3.D,36.5630974111166,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1953.14535814092,202062.569895816,C10H10O,77.7545860457175
1-2.D,36.5658791561159,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1953.28143802543,121351.794512818,C10H10O,75.0615848377853
1-2.D,36.566056984174,"1H-Indene-4-carboxaldehyde, 2,3-dihydro-",51932-70-8,1953.29013717708,102450.115848631,C10H10O,77.0370232672042
2-1.D,36.5665488752446,"1H-Indene-4-carboxaldehyde, 2,3-dihydro-",51932-70-8,1953.31419994348,213448.78123972,C10H10O,85.0796440164517
3-1.D,36.5669721669202,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1953.33490690345,190085.315529786,C10H10O,80.491609433647
1-1.D,36.5689931605922,"1H-Indene-4-carboxaldehyde, 2,3-dihydro-",51932-70-8,1953.43377167558,89044.6591153888,C10H10O,75.4646317592793
2-3.D,36.5694105987243,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1953.45419228668,198939.939385023,C10H10O,83.4086627928274
2-2.D,36.5699114077012,"Benzeneacetaldehyde, .alpha.-ethylidene-",4411-89-6,1953.47869130717,180829.168769397,C10H10O,81.9214051236691
5-1.D,36.5752512136553,trans-(2-Chlorovinyl)dimethylethoxysilane,1000139-71-5,1953.73990870048,19662.4787666234,C6H13ClOSi,87.4241497679189
4-2.D,36.5814203325975,trans-(2-Chlorovinyl)dimethylethoxysilane,1000139-71-5,1954.04169516669,33757.6289528505,C6H13ClOSi,77.782305624985
6-1.D,36.661472707489,trans-.beta.-Ionone,79-77-6,1957.95776868648,448075.353902254,C13H20O,83.8113094963568
6-3.D,36.6635847759693,trans-.beta.-Ionone,79-77-6,1958.06108873737,387387.561399898,C13H20O,81.3924085659808
5-2.D,36.6642292184255,trans-.beta.-Ionone,79-77-6,1958.09261414859,428570.755603857,C13H20O,82.4242733306778
